basin_id;output;benchmark_kge;benchmark_type;3km_kge;1km_kge;200m_kge;beat_benchmark;ksat_3km;ksat_1km;ksat_200m;3km_nse;1km_nse;200m_nse;best_performance;mean_marrmot
215;TRUE;-0.385663946;mean;0.717;0.74;0.657;TRUE;70;30;10;0.614;0.621;0.594;1km;0.702412109
216;FALSE;;;;;;FALSE;;;;;;; ;0.494751925
217;FALSE;;;;;;FALSE;;;;;;; ;0.663708984
218;FALSE;;;;;;FALSE;;;;;;; ;0.697876286
219;FALSE;;;;;;FALSE;;;;;;; ;0.723312172
220;FALSE;;;;;;FALSE;;;;;;; ;
221;FALSE;;;;;;FALSE;;;;;;; ;
222;FALSE;;;;;;FALSE;;;;;;; ;0.67615067
223;FALSE;;;;;;FALSE;;;;;;; ;0.626279859
224;FALSE;;;;;;FALSE;;;;;;; ;0.645125527
225;FALSE;;;;;;FALSE;;;;;;; ;0.758831734
226;FALSE;;;;;;FALSE;;;;;;; ;0.587202225
227;FALSE;;;;;;FALSE;;;;;;; ;0.749465722
228;FALSE;;;;;;FALSE;;;;;;; ;0.69147901
229;FALSE;;;;;;FALSE;;;;;;; ;
230;FALSE;;;;;;FALSE;;;;;;; ;0.68068129
231;FALSE;;;;;;FALSE;;;;;;; ;0.746786302
232;FALSE;;;;;;FALSE;;;;;;; ;0.550552591
233;FALSE;;;;;;FALSE;;;;;;; ;0.661765147
234;FALSE;;;;;;FALSE;;;;;;; ;0.555239319
235;FALSE;;;;;;FALSE;;;;;;; ;0.623676504
236;FALSE;;;;;;FALSE;;;;;;; ;0.572760407
237;TRUE;-0.03430981;mean;0.559;0.834;0.445;TRUE;10;10;1;0.374;0.697;0.217;1km;0.684684197
238;TRUE;0.139480285;mean;0.797;0.632;0.707;TRUE;20;100;10;0.643;0.492;0.625;3km;0.637989805
239;TRUE;-0.155100756;mean;0.489;0.595;0.458;TRUE;10;10;10;0.45;0.517;0.394;1km;0.668540318
240;TRUE;0.101188796;mean;0.531;0.704;0.7;TRUE;150;225;70;0.474;0.568;0.54;1km;0.53823853
241;TRUE;0.112325735;mean;0.659;0.663;0.662;TRUE;150;125;50;0.655;0.631;0.6;1km;0.63821662
242;TRUE;-0.104521506;mean;0.529;0.587;0.727;TRUE;30;100;10;0.677;0.574;0.718;200m;0.657153249
243;TRUE;0.133439715;mean;0.668;0.685;0.673;TRUE;100;60;20;0.667;0.668;0.629;1km;0.684688593
244;TRUE;0.07685243;mean;0.838;0.863;0.833;TRUE;125;100;30;0.78;0.758;0.708;1km;0.766085591
245;FALSE;;;;;;FALSE;;;;;;; ;
246;TRUE;0.10550323;mean;0.79;0.807;0.739;TRUE;90;100;10;0.633;0.613;0.59;1km;
247;TRUE;0.108062196;mean;0.584;0.775;0.777;TRUE;40;30;10;0.501;0.714;0.714;200m;0.633249105
248;TRUE;0.061240717;mean;0.905;0.904;0.879;TRUE;200;150;50;0.845;0.816;0.761;3km;0.700086362
249;TRUE;-0.023415586;mean;0.678;0.544;0.407;TRUE;1000;750;175;0.291;-0.013;-0.494;3km;0.674754582
250;TRUE;-0.004977795;mean;0.722;0.76;0.819;TRUE;1000;1000;500;0.458;0.589;0.671;200m;0.653229476
251;TRUE;-0.135959214;mean;0.267;0.323;0.355;TRUE;125;70;20;0.373;0.433;0.447;200m;0.572561684
252;TRUE;-0.289890689;mean;0.475;0.453;0.484;TRUE;250;150;50;0.54;0.539;0.561;200m;0.575717471
253;TRUE;-0.230799005;mean;0.415;0.422;0.438;TRUE;150;100;30;0.379;0.393;0.421;200m;0.498613498
254;TRUE;-0.286065087;median;0.426;0.475;0.459;TRUE;125;60;20;0.338;0.353;0.332;1km;0.391766819
255;FALSE;;;;;;FALSE;;;;;;; ;0.318402709
256;TRUE;0.250723531;mean;0.456;0.438;0.463;TRUE;250;200;90;0.381;0.364;0.384;200m;0.358362239
257;TRUE;-0.253309282;median;0.584;0.61;0.611;TRUE;225;150;50;0.486;0.516;0.494;200m;0.266865476
258;TRUE;-0.259807356;median;0.599;0.631;0.61;TRUE;70;50;20;0.49;0.532;0.496;1km;0.275484906
259;TRUE;-0.243674658;mean;0.3;0.365;0.414;TRUE;70;50;10;0.176;0.248;0.255;200m;0.311788102
260;TRUE;-0.25677797;median;0.408;0.392;0.375;TRUE;100;50;20;0.279;0.255;0.224;3km;0.253836756
261;TRUE;0.157151375;median;0.342;0.344;0.349;TRUE;100;50;20;0.081;0.102;0.098;200m;0.362339937
262;TRUE;-0.207806934;median;0.41;0.438;0.409;TRUE;150;100;60;-0.245;-0.185;-0.187;1km;0.46025943
263;TRUE;0.063453446;median;0.281;0.101;0.39;TRUE;200;100;100;-0.503;-0.314;-0.14;200m;0.402021647
264;TRUE;0.16436435;mean;0.596;0.669;0.703;TRUE;500;250;150;0.316;0.482;0.525;200m;0.338912962
265;TRUE;0.415978729;mean;0.639;0.708;0.595;TRUE;125;125;60;0.343;0.49;0.458;1km;0.482784766
266;TRUE;0.418981337;mean;0.621;0.6;0.4;TRUE;125;125;60;0.166;0.156;0.011;3km;0.424613558
267;TRUE;0.313967161;mean;0.519;0.371;-0.011;TRUE;225;175;60;-0.92;-0.776;-0.977;3km;0.384740036
268;TRUE;-0.011537523;median;0.694;0.737;0.759;TRUE;250;150;30;0.594;0.643;0.642;200m;
269;TRUE;0.094675915;mean;0.409;0.251;-0.202;TRUE;250;200;80;-0.162;-0.187;-1.142;3km;0.202752436
270;TRUE;0.190382814;median;0.368;0.612;0.627;TRUE;175;175;60;0.148;0.481;0.502;200m;0.365973838
271;TRUE;0.206469909;mean;0.572;0.292;0.716;TRUE;1000;100;500;0.606;0.31;0.537;200m;0.635868824
272;TRUE;0.057404357;mean;0.673;0.695;0.709;TRUE;1000;100;750;0.67;0.693;0.723;200m;0.655574593
273;TRUE;0.115426481;mean;0.677;0.703;0.702;TRUE;250;500;250;0.621;0.637;0.643;1km;0.643136148
274;TRUE;-0.029771387;mean;0.648;0.714;0.772;TRUE;1;1;1;0.488;0.543;0.585;200m;0.626022656
275;TRUE;0.131969233;mean;0.547;0.547;0.574;TRUE;100;100;40;0.496;0.518;0.574;200m;0.604446973
276;TRUE;0.097816926;mean;-11.845;-12.454;-13.08;FALSE;1;1;1;-242.242;-312.404;-181.325;3km;0.471359882
277;TRUE;0.21726074;median;0.485;0.529;0.575;TRUE;200;125;40;0.426;0.476;0.528;200m;0.524821424
278;TRUE;0.170618844;mean;0.505;0.552;0.563;TRUE;175;90;20;0.463;0.524;0.563;200m;0.616346932
279;FALSE;;;;;;FALSE;;;;;;; ;0.491234041
;;;;;;;;;;;;;;;0.531992256
280;TRUE;0.221477575;mean;0.726;0.673;0.678;TRUE;100;40;10;0.627;0.598;0.585;3km;0.555791135
281;TRUE;0.223299907;median;0.62;0.471;0.729;TRUE;70;100;10;0.556;0.488;0.64;200m;0.510649022
282;TRUE;0.025310955;mean;0.04;0.237;0.124;TRUE;100;70;100;-0.357;-0.14;0;1km;
283;FALSE;;;;;;FALSE;;;;;;; ;
284;TRUE;-0.099772405;mean;0.34;0.266;0.124;TRUE;175;125;1;-0.225;-0.561;-0.299;3km;0.06097463
285;TRUE;-0.114289755;mean;0.591;0.579;0.364;TRUE;250;150;20;0.236;0.184;-0.348;3km;0.376034584
286;TRUE;-0.127051077;mean;0.441;0.312;0.25;TRUE;225;100;30;0.355;0.331;0.286;3km;
287;TRUE;-0.517021204;median;-0.452;-0.745;-0.561;TRUE;200;50;20;-10.864;-17.182;-13.126;3km;
288;TRUE;-0.065974598;mean;0.144;0.104;0.168;TRUE;250;50;20;-1.13;-3.072;-2.542;200m;0.038690859
289;TRUE;0.422349674;mean;0.25;0.276;0.287;FALSE;10;1;1;0.001;0.026;0.036;200m;0.385537974
290;TRUE;-0.39498361;mean;0.209;0.247;0.241;TRUE;175;80;30;0.082;0.1;0.095;1km;0.43224731
291;TRUE;-0.145535126;mean;0.576;0.561;0.497;TRUE;200;100;20;0.423;0.357;0.222;3km;0.197643667
292;TRUE;-0.24511408;mean;0.327;0.315;0.273;TRUE;60;40;10;0.416;0.41;0.401;3km;0.441477911
293;TRUE;-0.16773381;mean;0.329;0.277;0.308;TRUE;90;30;10;0.314;0.364;0.372;3km;0.412783801
294;TRUE;-0.108557967;mean;0.537;0.576;0.56;TRUE;1;1;1;0.437;0.464;0.473;1km;0.464026143
295;TRUE;-0.201764683;mean;0.388;0.59;0.584;TRUE;1000;1000;500;0.446;0.559;0.534;1km;0.476833604
296;TRUE;-0.009365267;mean;0.403;0.631;0.4;TRUE;1000;1000;150;0.399;0.644;0.335;1km;0.678312216
297;TRUE;-0.155563586;mean;-0.213;0.079;0.525;TRUE;1000;1000;750;-0.947;-0.409;0.287;200m;0.513415973
298;FALSE;;;;;;FALSE;;;;;;; ;0.493574293
299;TRUE;-0.088874516;mean;0.032;0.06;0.549;TRUE;1000;1000;1000;-1.223;-1.105;-0.086;200m;0.499320398
300;TRUE;-0.165664379;mean;0.598;0.662;0.682;TRUE;1000;1000;1000;0.393;0.437;0.522;200m;0.547560542
301;TRUE;-0.0950522;mean;0.749;0.816;0.729;TRUE;1000;1000;200;0.638;0.658;0.524;1km;0.661206535
302;TRUE;0.059179083;mean;0.456;0.277;0.483;TRUE;1000;1000;1000;0.183;-0.231;0.043;200m;0.685271816
303;TRUE;-0.122357959;mean;0.706;0.776;0.811;TRUE;90;250;70;0.548;0.57;0.607;200m;0.587915863
304;TRUE;-0.174774947;mean;0.532;0.601;0.628;TRUE;1;1;40;0.417;0.492;0.507;200m;0.571010882
305;TRUE;-0.175394104;mean;0.723;0.78;0.826;TRUE;1;1;50;0.625;0.656;0.707;200m;0.59869647
306;TRUE;-0.225161508;mean;0.777;0.807;0.805;TRUE;1;1;1;0.671;0.686;0.7;1km;0.681916822
307;TRUE;-0.12308765;mean;0.584;0.64;0.71;TRUE;1;1;1;0.584;0.611;0.677;200m;0.588830917
308;TRUE;-0.171009575;mean;0.616;0.727;0.801;TRUE;1;1;1;0.474;0.568;0.638;200m;0.608005937
309;TRUE;-0.176002462;mean;0.528;0.555;0.6;TRUE;1;1;1;0.526;0.555;0.613;200m;0.316788664
310;TRUE;-0.216412019;mean;0.421;0.479;0.577;TRUE;1;1;1;0.391;0.425;0.529;200m;0.685286499
311;TRUE;-0.192756974;mean;0.529;0.642;0.724;TRUE;1;1;1;0.386;0.482;0.558;200m;0.699355533
312;TRUE;-0.154762554;mean;0.667;0.763;0.825;TRUE;1;1;1;0.531;0.595;0.658;200m;0.623636828
313;TRUE;0.026203117;mean;0.8;0.801;0.861;TRUE;1000;1000;1000;0.713;0.684;0.723;200m;0.663103374
314;TRUE;-0.100110539;mean;0.65;0.639;0.742;TRUE;1000;1000;500;0.591;0.601;0.627;200m;0.648878058
315;TRUE;-0.057875964;mean;0.843;0.815;0.817;TRUE;1;750;1000;0.716;0.649;0.634;3km;0.681484674
316;TRUE;-0.07909777;mean;0.723;0.647;0.65;TRUE;1;1000;500;0.458;0.234;0.197;3km;0.642412779
317;TRUE;-0.048905204;mean;0.563;0.689;0.411;TRUE;10000;1000;10000;0.48;0.518;0.442;1km;0.710870926
318;TRUE;-0.098669523;mean;0.686;0.703;0.679;TRUE;1;1;125;0.567;0.526;0.47;1km;0.602598615
319;TRUE;-0.130843383;mean;0.264;0.367;0.5;TRUE;1;1;1;0.241;0.233;0.299;200m;0.578005187
320;TRUE;-0.153862465;mean;0.541;0.671;0.756;TRUE;1;1;1;0.507;0.623;0.691;200m;0.710934411
321;TRUE;-0.127584761;mean;0.535;0.661;0.717;TRUE;1;1;1;0.456;0.513;0.547;200m;0.691285414
322;TRUE;-0.152291985;mean;0.539;0.621;0.721;TRUE;1;1;1;0.494;0.534;0.629;200m;0.6554107
323;TRUE;0.326858213;mean;-0.723;-0.93;-1.322;FALSE;250;175;50;-4.053;-5.178;-7.074;3km;0.225328765
324;TRUE;0.654254145;median;0.749;0.801;0.857;TRUE;50;30;10;0.625;0.725;0.778;200m;0.242644318
325;TRUE;0.011963269;mean;-0.442;-0.032;-0.248;FALSE;100;50;80;-0.057;0.001;-0.104;1km;
326;TRUE;-0.237294774;mean;0.674;0.786;0.696;TRUE;10;1000;1;0.642;0.697;0.624;1km;0.159338467
327;FALSE;;;;;;FALSE;;;;;;; ;0.13958583
328;TRUE;0.706897835;mean;0.615;0.681;0.442;FALSE;30;20;1;0.427;0.499;0.045;1km;0.090053213
329;TRUE;0.519244177;mean;0.794;0.807;0.68;TRUE;20;10;1;0.596;0.624;0.549;1km;0.183318067
330;FALSE;;;;;;FALSE;;;;;;; ;0.136625552
331;TRUE;0.48161054;mean;0.786;0.794;0.818;TRUE;200;100;20;0.648;0.654;0.698;200m;0.124249413
332;TRUE;0.377540006;mean;0.631;0.611;0.677;TRUE;80;60;1;0.527;0.535;0.627;200m;0.336130299
333;TRUE;-0.180380765;median;-0.07;0.53;0.569;TRUE;100;1000;10000;-0.372;0.492;0.564;200m;0.416026629
334;TRUE;0.343765618;median;0.335;0.463;0.443;TRUE;80;50;1;0.278;0.395;0.435;1km;0.359934244
335;TRUE;-0.187896249;mean;-0.15;-0.286;-0.321;TRUE;1;1;1;-4.184;-7.46;-7.853;3km;-0.073509629
336;TRUE;-0.2395457;mean;0.357;0.325;0.517;TRUE;30;10;10;-0.292;-1.021;-0.332;200m;0.133388559
337;TRUE;-0.376959195;median;-0.13;0.044;0.137;TRUE;1;20;10;-3.843;-3.203;-2.593;200m;-0.091454769
338;FALSE;;;;;;FALSE;;;;;;; ;0.010713317
339;TRUE;-0.378656257;mean;0.179;0.169;-0.437;TRUE;1;1;10000;-0.724;-1.171;-0.012;3km;-0.070949361
340;TRUE;-0.345324109;mean;0.139;0.116;0.093;TRUE;1;1;1;-1.126;-1.519;-1.792;3km;-0.026420772
341;TRUE;-0.443842755;mean;-0.122;-0.219;0.004;TRUE;1;1;100;-5.211;-6.561;-1.228;200m;0.108861414
342;FALSE;;;;;;FALSE;;;;;;; ;0.160672992
343;FALSE;;;;;;FALSE;;;;;;; ;0.304556947
344;TRUE;0.005779353;mean;0.252;0.286;0.256;TRUE;20;10;10;0.253;0.395;0.276;1km;0.281121397
345;TRUE;-0.054014021;mean;0.347;0.305;0.203;TRUE;60;50;1;0.447;0.394;0.162;3km;0.15398736
346;FALSE;;;;;;FALSE;;;;;;; ;
347;TRUE;0.185491941;mean;0.554;0.611;0.353;TRUE;225;225;250;0.164;0.296;0.029;1km;-0.025970316
348;TRUE;0.133288833;mean;0.198;0.159;0.012;TRUE;250;250;250;-0.599;-0.704;-0.938;3km;0.24444537
349;TRUE;-0.061788149;mean;-0.081;-0.3;-0.036;TRUE;10000;1000;10000;0.378;-1.39;0.163;200m;-0.050099695
350;FALSE;;;;;;FALSE;;;;;;; ;-0.368783982
351;FALSE;;;;;;FALSE;;;;;;; ;0.267011519
352;FALSE;;;;;;FALSE;;;;;;; ;0.061365554
353;TRUE;0.111317497;mean;0.547;0.53;0.596;TRUE;175;200;80;-0.074;0.299;0.223;200m;0.134670024
354;FALSE;;;;;;FALSE;;;;;;; ;0.311918562
355;FALSE;;;;;;FALSE;;;;;;; ;0.257920504
356;TRUE;0.179163233;mean;-0.738;-0.688;-0.612;FALSE;90;70;30;-16.332;-15.976;-14.988;200m;0.278706882
357;TRUE;-0.352647251;mean;0.488;0.457;0.313;TRUE;100;90;40;0.449;0.395;0.261;3km;0.04228034
358;FALSE;;;;;;FALSE;;;;;;; ;0.071039348
359;TRUE;-0.495674869;mean;0.303;0.183;0.082;TRUE;1;1;1;-1.323;-2.285;-3.205;3km;0.210128558
360;TRUE;-0.113270502;mean;-0.156;-0.401;-0.28;FALSE;1;1;80;-1.928;-3.348;-1.584;3km;0.017829244
361;FALSE;;;;;;FALSE;;;;;;; ;-0.031420709
362;TRUE;-0.083450963;mean;-1.064;0.089;-0.078;TRUE;1;1;20;-11.317;-1.643;-1.567;1km;
363;TRUE;-0.1260523;mean;0.3;-0.133;-0.783;TRUE;10000;750;1;0.07;-1.407;-3.211;3km;0.209259842
364;TRUE;-0.270171982;mean;-6.711;-7.908;-15.144;FALSE;10;1;1;-109.355;-238.463;-361.046;3km;0.072328554
365;FALSE;;;;;;FALSE;;;;;;; ;-1.181222617
366;TRUE;0.344349824;median;0.417;0.645;0.662;TRUE;10000;750;250;0.72;0.769;0.83;200m;0.096292106
367;TRUE;0.454709036;mean;0.417;0.503;0.591;TRUE;30;1000;10000;0.498;0.484;0.751;200m;0.133939406
368;FALSE;;;;;;FALSE;;;;;;; ;
369;TRUE;0.003076704;mean;-1.458;-1.333;-0.662;FALSE;150;100;100;-48.191;-41.696;-1.203;200m;-0.77348558
370;TRUE;-0.152724271;mean;0.672;0.514;0.533;TRUE;1;100;200;0.362;0.062;0.255;3km;0.163552167
371;FALSE;;;;;;FALSE;;;;;;; ;0.320858242
372;FALSE;;;;;;FALSE;;;;;;; ;0.62261653
373;TRUE;-0.219605352;mean;-5.096;-6.375;-2.454;FALSE;1;100;100;-31.242;-35.605;-14.424;200m;-1.881972607
374;FALSE;;;;;;FALSE;;;;;;; ;-0.0349757
375;TRUE;-0.143829226;mean;-0.128;-0.428;-0.553;TRUE;1;100;250;-3.315;-5.265;-4.734;3km;0.105822386
376;TRUE;-0.184819656;mean;0.421;0.263;0.206;TRUE;1;100;250;0.162;-0.208;-0.136;3km;0.417393179
377;FALSE;;;;;;FALSE;;;;;;; ;0.303319162
378;TRUE;-0.136866401;mean;0.587;0.495;0.501;TRUE;1;100;250;0.531;0.391;0.4;3km;0.515612428
379;FALSE;;;;;;FALSE;;;;;;; ;0.496265526
380;TRUE;-0.103980689;mean;0.595;0.662;0.684;TRUE;1;100;175;0.484;0.524;0.571;200m;0.351494924
381;TRUE;-0.139030442;mean;0.584;0.64;0.651;TRUE;1;100;70;0.521;0.564;0.585;200m;0.55242855
382;TRUE;-0.091125573;mean;0.705;0.67;0.649;TRUE;1;100;175;0.55;0.424;0.358;3km;0.607908199
383;TRUE;-0.119609158;mean;0.777;0.732;0.685;TRUE;1;100;150;0.661;0.615;0.524;3km;0.468828672
384;FALSE;;;;;;FALSE;;;;;;; ;0.587459476
385;TRUE;-0.156706471;mean;0.275;0.255;0.103;TRUE;1;100;10000;0.337;0.299;0.459;3km;0.658649937
386;TRUE;-0.123635353;mean;0.421;0.356;0.508;TRUE;1;100;150;0.348;0.293;0.414;200m;0.605954027
387;TRUE;-0.157164268;mean;0.679;0.761;0.799;TRUE;1;100;1;0.639;0.697;0.716;200m;0.673416496
388;TRUE;-0.152257813;mean;0.707;0.567;0.654;TRUE;10000;100;10000;0.664;0.159;0.725;3km;0.518954184
389;FALSE;;;;;;FALSE;;;;;;; ;0.742756355
390;FALSE;;;;;;FALSE;;;;;;; ;0.547792139
391;TRUE;-0.174711503;mean;0.564;0.572;0.627;TRUE;1;100;40;0.398;0.347;0.476;200m;
392;FALSE;;;;;;FALSE;;;;;;; ;0.617135812
393;TRUE;-0.086246774;mean;0.683;0.436;0.832;TRUE;10000;100;500;0.627;0.454;0.754;200m;0.606101501
394;TRUE;-0.104632636;mean;0.722;0.726;0.718;TRUE;200;100;30;0.722;0.783;0.791;1km;0.745206856
395;TRUE;-0.106722935;mean;0.609;-0.212;0.435;TRUE;10000;100;10000;0.597;0.214;0.67;3km;0.580726645
396;TRUE;-0.181969274;mean;0.584;0.555;0.474;TRUE;60;100;1;0.489;0.511;0.637;3km;
397;TRUE;-0.079827311;mean;0.686;0.078;0.232;TRUE;10000;100;1;0.519;0.593;0.688;3km;0.667243803
398;TRUE;-0.054424675;mean;0.546;-0.348;0.311;TRUE;10000;100;750;0.509;0.185;0.639;3km;0.562276379
399;FALSE;;;;;;FALSE;;;;;;; ;0.601670045
400;TRUE;-0.083242683;mean;0.563;-0.343;0.437;TRUE;10000;100;10000;0.346;-0.894;0.342;3km;0.496065094
401;TRUE;-0.312711057;mean;0.307;0.416;0.74;TRUE;750;100;1;0.316;-0.623;0.591;200m;0.085152637
402;TRUE;-0.146458956;mean;-14.691;-16.636;-12.922;FALSE;1;100;10;-454.156;-504.133;-455.123;200m;-0.85683693
403;TRUE;-0.172337114;mean;0.653;0.671;0.674;TRUE;1;100;90;0.576;0.615;0.614;200m;0.712753947
404;TRUE;-0.058952204;mean;-2.34;-2.352;-2.455;FALSE;150;100;40;-27.498;-26.076;-23.088;3km;0.387045332
405;TRUE;-0.138702194;mean;-0.628;-0.652;-0.641;FALSE;250;100;70;-8.816;-13.354;-7.963;3km;0.364582465
406;TRUE;-0.176502674;mean;0.473;0.549;0.504;TRUE;500;100;150;0.249;-0.035;0.389;1km;0.676814318
407;TRUE;-0.188595243;mean;0.585;0.583;0.562;TRUE;1;100;1;0.517;0.529;0.526;3km;0.609149339
408;TRUE;-0.145008415;mean;0.142;0.186;0.225;TRUE;750;250;1;0.183;0.231;0.278;200m;0.630074224
409;TRUE;-0.111303857;mean;0.598;0.686;0.747;TRUE;1;100;1;0.619;0.701;0.748;200m;0.635208224
410;TRUE;-0.15957071;mean;-1.061;0.583;0.616;TRUE;1;100;10000;-8.156;0.088;0.628;200m;0.595387706
411;TRUE;-0.171318798;mean;0.628;0.765;0.752;TRUE;1;100;10;0.538;0.552;0.504;1km;0.562461515
412;TRUE;-0.125208608;mean;0.859;0.745;0.897;TRUE;750;100;225;0.734;0.651;0.798;200m;0.684723356
413;TRUE;0.187189203;mean;0.309;0.021;0.413;TRUE;20;100;10;0.206;0.044;0.28;200m;-0.101808093
414;TRUE;-0.385128303;mean;-1.889;-7.638;-3.831;FALSE;1;100;20;-12.364;-2.496;-3.932;3km;-1.046579667
415;TRUE;-0.115567085;mean;0.807;0.791;0.81;TRUE;70;100;50;0.637;0.616;0.686;200m;0.684980187
416;TRUE;-0.145359437;mean;0.763;0.837;0.781;TRUE;150;100;1;0.679;0.718;0.786;1km;0.65483393
417;TRUE;0.015974132;mean;0.622;0.598;0.571;TRUE;1;100;10;0.486;0.438;0.403;3km;0.69323822
418;FALSE;;;;;;FALSE;;;;;;; ;0.589648905
419;TRUE;-0.109887409;mean;0.532;0.506;0.496;TRUE;1;100;20;-0.149;-0.267;-0.295;3km;0.660702724
420;TRUE;-0.15267715;mean;0.781;0.802;0.808;TRUE;1;100;10;0.59;0.589;0.603;200m;0.616035636
421;TRUE;-0.196339411;mean;-1.773;-2.085;-2.846;FALSE;1;100;10000;-7.258;-10.382;-2.901;3km;0.05359775
422;TRUE;;median;-1.143;-1.702;-2.326;FALSE;1;1;1;-26.553;-41.289;-9.227;3km;-0.388087272
423;FALSE;;;;;;FALSE;;;;;;; ;-0.047248796
424;TRUE;-0.172189708;mean;-0.563;-0.793;-0.859;FALSE;1;100;500;0.453;0.204;0.343;3km;-0.289151763
425;TRUE;-0.324696495;median;0.016;-0.066;-0.114;TRUE;1;100;125;0.44;0.322;0.323;3km;-0.084097975
426;TRUE;-0.135720218;mean;0.591;0.547;0.634;TRUE;150;100;30;0.557;0.511;0.608;200m;0.395667252
427;TRUE;-0.120139662;mean;0.827;0.824;0.845;TRUE;200;100;30;0.705;0.745;0.784;200m;0.704432912
428;FALSE;;;;;;FALSE;;;;;;; ;0.52477828
429;TRUE;-0.130540709;mean;0.696;0.776;0.857;TRUE;500;100;60;0.622;0.68;0.757;200m;0.706954449
430;TRUE;-0.171385349;mean;0.493;0.353;0.321;TRUE;1;100;70;0.425;0.044;0.01;3km;0.625606213
431;TRUE;-0.153560642;mean;0.435;0.71;-0.392;TRUE;70;100;1;0.5;0.687;-0.201;1km;0.63997033
432;FALSE;;;;;;FALSE;;;;;;; ;
433;TRUE;-0.213236116;mean;0.542;0.474;0.406;TRUE;1;100;1;0.579;0.51;0.497;3km;0.447313683
434;TRUE;-0.205129909;mean;0.264;0.545;0.424;TRUE;10000;100;500;0.73;0.147;0.432;1km;
435;TRUE;-0.077949044;mean;0.359;0.328;0.25;TRUE;750;100;250;-0.131;-0.918;-0.551;3km;0.315309778
436;TRUE;-0.046693323;mean;0.342;0.122;0.197;TRUE;750;100;225;-1.068;-2.946;-2.04;3km;0.486537374
437;TRUE;-0.177733797;mean;0.26;0.232;0.158;TRUE;1;1;1;0.567;0.599;0.634;3km;0.683217746
438;TRUE;-0.151433523;mean;0.415;0.335;0.306;TRUE;1;100;10;0.563;0.529;0.333;3km;0.645145228
439;TRUE;-0.069240288;mean;0.265;0.2;0.057;TRUE;500;100;70;0.004;-0.902;-0.372;3km;
440;TRUE;;median;-0.564;-0.08;0.139;FALSE;1;1;100;-0.06;0.278;0.166;200m;-0.252101453
441;TRUE;-0.188416773;mean;0.412;0.257;0.34;TRUE;1;100;1;0.42;0.441;0.287;3km;0.424742127
442;TRUE;-0.119489315;mean;-0.036;0.176;0.295;TRUE;10000;100;225;0.024;0.263;0.256;200m;0.455600573
443;TRUE;-0.170974559;mean;-0.231;-0.302;0.349;TRUE;1;100;20;-0.491;-0.591;-0.001;200m;0.342706684
444;TRUE;-0.152399721;mean;-0.047;-0.124;0.308;TRUE;1;100;40;-1.013;-1.28;-0.433;200m;0.315161297
445;TRUE;-0.200591552;mean;-7.716;-8.411;-8.59;FALSE;1;100;40;-15.81;-19.536;-21.666;3km;-0.179921703
446;TRUE;-0.198647104;mean;-5.569;-6.888;-7.341;FALSE;1;100;1;-4.943;-9.802;-13.499;3km;0.135019837
